[2026-06-12T12:53:46.218Z] [INFO] | Source: infoLog: [Stability] Initializing stability systems
[2026-06-12T12:53:46.218Z] [INFO] | Source: infoLog: [SessionStability] Starting health monitoring
[2026-06-12T12:53:46.274Z] [INFO] | Source: infoLog: [Stability] Stability systems initialized
[2026-06-12T12:53:46.275Z] [INFO] | Source: infoLog: [AutoRecovery] Starting monitoring
[2026-06-12T12:53:46.275Z] [INFO] | Source: infoLog: Stability systems initialized successfully
[2026-06-12T12:53:46.276Z] [INFO] | Source: infoLog: [UpdateManager] Initializing Claude update manager
[2026-06-12T12:53:55.785Z] [INFO] | Source: infoLog: Claude update manager initialized
[2026-06-12T12:54:06.194Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.194Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.194Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.194Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.194Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.195Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.195Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.195Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.195Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.195Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.196Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.196Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.196Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.197Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.197Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.197Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.198Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.198Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.198Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.199Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.199Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.199Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.200Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.200Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.200Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.201Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.201Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.201Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.201Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.201Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.202Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.202Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.202Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.202Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.202Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.203Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.203Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.203Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.203Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.203Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.204Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.204Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.204Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.204Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.204Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.205Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.205Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.205Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.206Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.206Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.206Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.207Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.207Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.207Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.208Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.208Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.208Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.209Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.209Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.209Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.209Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.210Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.210Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.210Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.211Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.211Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.211Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.211Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.212Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.212Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.213Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.213Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.213Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.213Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.214Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.214Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.215Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.215Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.219Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.219Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.219Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.220Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.220Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.220Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.221Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.221Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.221Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.221Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.221Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.222Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.222Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.222Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.222Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.223Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.223Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.224Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.224Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.224Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.224Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.225Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.225Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.225Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.226Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.226Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.226Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.226Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.227Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.227Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.227Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.228Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.228Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.228Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.228Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.229Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.229Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.229Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.229Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.229Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.229Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.230Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.230Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.230Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.230Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.230Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.230Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.231Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.231Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.231Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.231Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.231Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.231Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.232Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.233Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.233Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.233Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.233Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.233Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.234Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.234Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.234Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.234Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.234Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.234Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.235Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.235Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.235Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.235Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.236Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.236Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.236Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.237Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.237Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.237Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.238Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.238Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.238Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.241Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.242Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.242Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.243Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.243Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.244Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.244Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.244Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.245Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.245Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.245Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.246Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.246Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.246Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.247Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.247Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.248Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.248Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.248Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.249Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.250Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.250Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.250Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.251Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.251Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.252Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.252Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.252Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.253Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.253Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.253Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.254Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.254Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.255Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.255Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.255Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.256Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.256Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.257Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.257Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.257Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.258Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.258Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.259Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.259Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.260Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.261Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.262Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.263Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.263Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
[2026-06-12T12:54:06.264Z] [ERROR] | Source: errorLog: [SessionStability] Unhandled rejection | Context: {"name":"Canceled"}
